ndb_no,shrt_desc,water_g,energ_kcal,protein_g,lipid_tot_g,ash_g,carbohydrt_g,fiber_td_g,sugar_tot_g,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,copper_mg,manganese_mg,selenium_ug,vit_c_mg,thiamin_mg,riboflavin_mg,niacin_mg,panto_acid_mg,vit_b6_mg,folate_tot_ug,folic_acid_ug,food_folate_ug,folate_dfe_ug,vit_b12_ug,vit_a_iu,vit_a_rae,retinol_ug,alpha_carot_ug,beta_carot_ug,beta_crypt_ug,lycopene_ug,lut_zea_ug,vit_e_mg,vit_d_ug,vit_d_iu,fa_sat_g,fa_mono_g,fa_poly_g,cholestrl_mg,gmwt_1,gmwt_desc1,refuse_pct,healthiness_score,health_category
17274,520,57.36,248,28.23,14.16,0.92,0.0,0.0,0.0,9.0,0.79,21.0,197.0,278.0,66.0,3.85,0.073,0.008,11.5,0.0,0.056,0.309,8.352,1.071,0.272,14.0,0.0,14.0,14.0,1.39,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,5.489,6.698,0.996,114.0,85.0,4,4.0,76.5955550535543,0
17281,483,58.71,256,24.52,16.82,0.98,0.0,0.0,0.0,17.0,1.93,22.0,195.0,301.0,76.0,4.68,0.142,0.013,10.1,0.0,0.123,0.332,5.441,0.816,0.366,12.0,0.0,9.0,11.0,2.87,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,7.94,6.711,0.66,87.0,85.0,4,22.0,74.66719376796836,0
17283,484,63.75,201,26.71,9.63,1.05,0.0,0.0,0.0,16.0,2.05,24.0,207.0,318.0,80.0,5.14,0.153,0.014,11.0,0.0,0.131,0.36,5.812,0.876,0.394,12.0,0.0,9.0,11.0,3.01,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,4.048,3.857,0.418,87.0,85.0,4,32.0,76.4634561726445,0
17287,485,60.47,236,24.78,14.44,0.78,0.0,0.0,0.0,16.0,1.79,21.0,167.0,244.0,93.0,6.96,0.116,0.011,8.3,0.0,0.086,0.262,5.013,0.618,0.244,12.0,0.0,9.0,11.0,3.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,6.794,5.959,0.601,91.0,85.0,4,45.0,75.02528144915208,0
17291,489,59.65,244,25.16,15.13,1.01,0.0,0.0,0.0,11.0,2.03,23.0,202.0,309.0,70.0,4.43,0.147,0.014,5.7,0.0,0.126,0.386,5.383,0.919,0.425,12.0,0.0,9.0,11.0,3.03,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,7.091,6.087,0.615,88.0,85.0,4,16.0,75.12667197297664,0
17295,486,60.82,231,25.25,13.69,1.03,0.0,0.0,0.0,10.0,2.01,23.0,203.0,313.0,67.0,4.49,0.138,0.013,10.6,0.0,0.127,0.39,5.418,0.926,0.429,12.0,0.0,9.0,11.0,3.04,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,6.341,5.554,0.563,83.0,85.0,4,20.0,75.37110343598277,0
17299,488,56.2,281,24.88,19.38,0.96,0.0,0.0,0.0,15.0,2.06,23.0,199.0,297.0,78.0,4.24,0.173,0.016,11.7,0.0,0.124,0.376,5.281,0.898,0.415,12.0,0.0,9.0,11.0,2.98,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,9.245,7.658,0.771,102.0,85.0,4,2.0,74.41879139671843,0
17303,487,59.95,235,25.75,13.83,0.99,0.0,0.0,0.0,14.0,2.34,25.0,224.0,336.0,64.0,4.83,0.162,0.015,10.1,0.0,0.128,0.391,5.433,0.929,0.43,12.0,0.0,9.0,11.0,3.05,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,6.414,5.567,0.595,85.0,85.0,4,1.0,75.53002800813948,0
17317,490,63.78,210,24.63,11.6,0.97,0.0,0.0,0.0,15.0,1.78,23.0,195.0,302.0,82.0,3.7,0.143,0.013,9.7,0.0,0.143,0.297,6.057,0.693,0.421,12.0,0.0,9.0,11.0,1.96,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,5.072,4.503,0.429,80.0,85.0,4,35.0,75.46702293067146,0
17321,492,61.05,233,26.18,13.44,1.06,0.0,0.0,0.0,28.0,1.9,22.0,195.0,308.0,91.0,6.65,0.15,0.014,5.1,0.0,0.1,0.29,4.695,0.775,0.211,12.0,0.0,9.0,11.0,3.56,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,5.843,5.264,0.546,91.0,85.0,4,34.0,75.77472419836187,0
17329,491,62.25,231,23.83,14.38,1.07,0.0,0.0,0.0,28.0,1.67,21.0,188.0,315.0,94.0,6.32,0.131,0.013,9.0,0.0,0.1,0.29,4.695,0.775,0.211,12.0,0.0,9.0,11.0,3.56,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,6.334,5.589,0.559,85.0,85.0,4,36.0,74.82055906858376,0
17330,480,64.25,223,18.67,15.93,0.88,0.0,0.0,0.0,11.0,2.6,19.0,181.0,307.0,66.0,4.29,0.131,0.009,18.7,0.0,0.13,0.227,4.91,0.64,0.353,11.0,0.0,11.0,11.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,6.802,6.222,0.749,70.0,85.0,2,0.0,72.95123195222203,0
17349,517,74.7,123,20.18,4.65,1.03,0.0,0.0,0.0,16.0,1.0,21.0,149.0,232.0,112.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.672,1.943,0.456,65.0,85.0,4,42.0,74.76990792787419,0
17350,516,72.57,145,19.58,7.42,1.0,0.0,0.0,0.0,15.0,0.99,21.0,149.0,232.0,108.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.948,3.04,0.526,65.0,85.0,4,39.0,74.22739361936814,0
17351,519,75.38,122,20.37,4.47,1.01,0.0,0.0,0.0,17.0,3.08,21.0,149.0,232.0,98.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.7,1.708,0.602,59.0,85.0,4,35.0,74.86485675610328,0
17352,518,73.25,144,19.78,7.2,0.98,0.0,0.0,0.0,16.0,2.95,21.0,149.0,232.0,95.0,1.02,0.092,0.083,10.5,0.0,0.085,0.17,2.6,0.433,0.152,12.0,0.0,9.0,11.0,0.26,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,2.951,2.798,0.662,60.0,85.0,4,31.0,74.32896062800354,0
17361,493,70.59,142,23.69,5.27,1.2,0.0,0.0,0.0,4.0,1.73,25.0,205.0,339.0,61.0,3.24,0.158,0.013,6.0,0.0,0.138,0.188,3.571,0.87,0.175,12.0,0.0,9.0,11.0,2.06,17.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.769,1.295,0.344,74.0,85.0,4,21.0,76.05727638050831,0
17380,507,68.14,159,25.29,6.44,1.17,0.0,0.0,0.0,4.0,1.71,26.0,213.0,369.0,62.0,3.69,0.155,0.013,4.6,0.0,0.107,0.248,5.892,0.823,0.275,12.0,0.0,9.0,11.0,1.58,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,2.035,1.841,0.406,79.0,85.0,4,10.0,76.54102124700637,0
17386,498,68.3,162,25.53,6.7,1.1,0.0,0.0,0.0,8.0,1.6,24.0,205.0,345.0,76.0,3.01,0.137,0.01,4.0,0.0,0.119,0.221,6.436,0.514,0.206,12.0,0.0,9.0,11.0,1.63,16.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,1.0,2.514,1.754,0.378,78.0,85.0,4,42.0,76.47598659421377,0
17388,500,66.69,156,28.99,4.49,1.3,0.0,0.0,0.0,6.0,2.05,28.0,234.0,355.0,57.0,2.7,0.167,0.01,5.5,0.0,0.062,0.187,7.133,0.785,0.205,12.0,0.0,9.0,11.0,1.39,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,1.0,1.581,1.233,0.35,86.0,85.0,4,0.0,77.96366530714533,0
17394,501,64.22,199,25.14,10.91,1.14,0.0,0.0,0.0,7.0,1.38,23.0,197.0,337.0,65.0,5.0,0.118,0.01,4.7,0.0,0.116,0.188,4.279,0.798,0.118,12.0,0.0,9.0,11.0,2.27,19.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.34,0.1,2.0,3.262,2.324,0.503,79.0,85.0,4,23.0,76.15796096508953,0
17396,503,66.7,173,24.39,8.38,1.13,0.0,0.0,0.0,11.0,1.76,24.0,200.0,330.0,67.0,2.56,0.126,0.009,4.4,0.0,0.057,0.21,6.267,0.64,0.291,12.0,0.0,9.0,11.0,1.31,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.29,0.1,5.0,3.196,2.399,0.43,72.0,85.0,4,29.0,75.91952998565178,0
17398,497,60.21,208,27.43,10.7,1.25,0.41,0.0,0.0,42.0,1.88,27.0,233.0,367.0,84.0,3.48,0.152,0.009,7.3,0.0,0.097,0.222,6.651,0.806,0.189,12.0,0.0,9.0,11.0,1.84,20.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.37,0.1,2.0,4.039,2.745,0.539,85.0,85.0,4,44.0,76.71644714897612,0
17399,505,64.96,192,25.08,10.13,1.09,0.0,0.0,0.0,14.0,1.47,22.0,197.0,334.0,80.0,4.59,0.114,0.009,6.8,0.0,0.056,0.231,4.238,0.463,0.189,12.0,0.0,9.0,11.0,2.65,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.22,0.1,5.0,3.503,2.646,0.47,71.0,85.0,4,45.0,76.06062959191416,0
17400,496,67.56,162,26.31,6.35,1.26,0.0,0.0,0.0,10.0,2.03,27.0,223.0,373.0,67.0,3.93,0.157,0.01,3.7,0.0,0.138,0.15,6.393,0.733,0.166,12.0,0.0,9.0,11.0,2.25,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,1.901,1.64,0.402,78.0,85.0,4,21.0,76.92946431565366,0
17405,495,63.15,212,24.26,12.76,1.15,0.04,0.0,0.0,10.0,1.93,25.0,210.0,353.0,65.0,3.66,0.144,0.009,3.5,0.0,0.135,0.142,5.899,0.675,0.155,12.0,0.0,9.0,11.0,2.09,22.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,2.0,4.743,3.433,0.591,78.0,85.0,4,12.0,75.4570515388593,0
17409,499,66.64,157,28.96,4.57,1.3,0.0,0.0,0.0,6.0,2.05,28.0,234.0,355.0,57.0,2.69,0.167,0.01,5.5,0.0,0.062,0.187,7.126,0.784,0.205,12.0,0.0,9.0,11.0,1.39,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,1.0,1.614,1.255,0.352,86.0,85.0,4,0.0,77.94434022035892,0
17419,502,64.76,195,23.56,11.2,1.09,0.01,0.0,0.0,11.0,1.74,23.0,195.0,323.0,67.0,2.52,0.122,0.009,4.3,0.0,0.06,0.204,6.037,0.618,0.28,12.0,0.0,9.0,11.0,1.28,17.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.33,0.1,6.0,4.41,3.194,0.516,72.0,85.0,4,25.0,75.305186359136,0
17421,506,63.79,208,23.41,12.68,1.08,0.03,0.0,0.0,4.0,1.64,24.0,201.0,349.0,61.0,3.45,0.143,0.012,4.4,0.0,0.107,0.23,5.457,0.758,0.253,12.0,0.0,9.0,11.0,1.49,24.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,4.788,3.574,0.591,79.0,85.0,4,0.0,75.15040918003392,0
23000,385,72.58,130,21.39,4.97,1.13,0.0,0.0,0.0,12.0,2.62,25.0,234.0,395.0,72.0,6.78,0.073,0.013,23.8,0.0,0.09,0.209,4.577,0.786,0.577,3.0,0.0,3.0,3.0,2.73,11.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,1.0,1.96,2.41,0.57,66.0,85.0,4,6.0,75.18958880803923,0
23001,403,64.67,214,20.49,14.06,0.94,0.0,0.0,0.0,19.0,1.98,10.0,185.0,243.0,48.0,3.15,0.057,0.003,19.7,0.0,0.05,0.226,4.923,0.433,0.622,3.0,0.0,3.0,3.0,1.81,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,4.0,5.981,6.549,0.659,61.0,85.0,4,23.0,73.85862860712892,0
23002,399,55.6,276,25.4,18.57,0.98,0.0,0.0,0.0,19.0,3.0,20.0,208.0,257.0,64.0,4.13,0.065,0.003,25.1,0.0,0.057,0.232,5.523,0.433,0.623,4.0,0.0,4.0,4.0,2.03,25.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.24,0.1,5.0,7.481,8.287,0.822,83.0,85.0,4,26.0,75.12755439703082,0
23003,405,65.49,208,20.69,13.27,0.95,0.0,0.0,0.0,19.0,2.13,10.0,179.0,235.0,42.0,3.09,0.065,0.002,19.2,0.0,0.053,0.202,4.865,0.355,0.672,3.0,0.0,3.0,3.0,1.83,15.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,4.0,5.696,6.119,0.613,60.0,85.0,4,24.0,74.01702372485312,0
23005,421,64.06,223,20.11,15.18,0.92,0.0,0.0,0.0,21.0,1.64,10.0,177.0,232.0,40.0,3.32,0.051,0.002,20.0,0.0,0.049,0.187,5.153,0.433,0.572,3.0,0.0,3.0,3.0,1.68,15.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.22,0.1,5.0,6.495,7.07,0.698,62.0,85.0,4,25.0,73.60078429849935,0
23007,423,65.0,215,20.28,14.19,0.92,0.0,0.0,0.0,23.0,1.73,10.0,188.0,246.0,52.0,3.43,0.047,0.002,19.2,0.0,0.052,0.175,5.136,0.433,0.576,3.0,0.0,3.0,3.0,1.7,15.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,4.0,6.211,6.707,0.663,62.0,85.0,4,26.0,73.71479348629859,0
23030,335,73.0,133,21.41,4.66,1.05,0.0,0.0,0.0,5.0,2.14,24.0,213.0,378.0,62.0,4.97,0.093,0.011,31.4,0.0,0.059,0.17,5.455,0.727,0.612,7.0,0.0,7.0,7.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,1.755,2.152,0.277,61.0,85.0,4,0.0,75.27739000142952,0
23032,333,73.52,124,21.96,3.24,1.12,0.0,0.0,0.0,5.0,2.38,25.0,219.0,386.0,57.0,5.74,0.098,0.011,31.3,0.0,0.08,0.204,5.76,0.82,0.622,7.0,0.0,7.0,7.0,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,1.225,1.338,0.269,61.0,85.0,4,0.0,75.62065295850311,0
23033,465,66.28,160,29.24,3.91,1.17,0.0,0.0,0.0,5.0,2.98,27.0,245.0,365.0,52.0,8.06,0.142,0.019,40.8,0.0,0.065,0.21,5.99,0.859,0.524,8.0,0.0,8.0,8.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,1.267,1.385,0.255,78.0,85.0,3,0.0,78.1579750838744,0
23037,101,72.49,143,20.39,6.12,0.91,0.0,0.0,0.0,4.0,2.14,24.0,212.0,347.0,61.0,5.24,0.088,0.011,29.7,0.0,0.072,0.23,5.13,0.731,0.673,7.0,0.0,7.0,7.0,3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,2.083,3.439,0.554,57.0,85.0,4,0.0,74.83935470093766,0
23038,455,65.02,184,26.07,8.11,1.03,0.0,0.0,0.0,5.0,2.57,24.0,223.0,342.0,59.0,6.85,0.097,0.013,40.1,0.0,0.068,0.268,5.165,0.784,0.567,11.0,0.0,11.0,11.0,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,3.031,3.38,0.405,74.0,85.0,3,0.0,76.56678802938825,0
23039,458,72.54,140,21.13,5.51,0.88,0.0,0.0,0.0,4.0,2.64,25.0,221.0,370.0,58.0,5.99,0.107,0.02,32.0,0.0,0.093,0.253,5.32,0.861,0.622,7.0,0.0,7.0,7.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,1.791,1.933,0.341,58.0,85.0,4,0.0,75.18138226433541,0
23041,456,70.0,182,18.75,11.33,0.88,0.0,0.0,0.0,5.0,2.23,20.0,178.0,302.0,74.0,6.58,0.121,0.015,28.9,0.0,0.079,0.211,3.38,0.933,0.375,3.0,0.0,3.0,3.0,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,4.186,4.408,0.463,65.0,85.0,4,0.0,73.66670137534612,0
23043,459,71.19,166,19.38,9.22,0.94,0.0,0.0,0.0,6.0,2.62,23.0,198.0,324.0,75.0,7.47,0.116,0.017,31.5,0.0,0.14,0.258,3.5,0.99,0.358,3.0,0.0,3.0,3.0,5.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,3.464,3.616,0.498,66.0,85.0,4,0.0,74.07667559091526,0
23045,331,72.05,150,20.74,6.85,0.96,0.0,0.0,0.0,5.0,1.94,24.0,214.0,365.0,54.0,5.15,0.077,0.011,30.6,0.0,0.073,0.176,4.895,0.711,0.526,11.0,0.0,11.0,11.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,2.3,2.497,0.321,58.0,85.0,4,0.0,74.91603735124536,0
23046,464,64.53,188,26.88,8.13,0.97,0.0,0.0,0.0,5.0,2.51,26.0,238.0,373.0,51.0,6.56,0.09,0.011,39.8,0.0,0.054,0.213,5.435,0.702,0.515,10.0,0.0,10.0,10.0,2.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,2.759,2.983,0.367,75.0,85.0,4,0.0,76.93705316251956,0
23047,332,72.72,137,20.98,5.21,0.92,0.0,0.0,0.0,5.0,2.01,24.0,216.0,360.0,53.0,5.65,0.068,0.011,28.8,0.0,0.067,0.201,5.24,0.776,0.527,11.0,0.0,11.0,11.0,5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.89,2.014,0.295,59.0,85.0,4,0.0,75.10928821910942,0
23048,463,67.13,162,26.61,5.32,0.97,0.0,0.0,0.0,5.0,2.49,26.0,243.0,386.0,53.0,7.41,0.088,0.011,37.5,0.0,0.067,0.225,4.66,0.848,0.457,10.0,0.0,10.0,10.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,2.063,2.172,0.341,74.0,85.0,4,0.0,77.02423665907193,0
23049,469,71.51,150,21.24,6.59,1.04,0.0,0.0,0.0,5.0,2.34,24.0,209.0,338.0,63.0,3.76,0.136,0.018,33.3,0.0,0.064,0.186,6.39,0.65,0.72,6.0,0.0,6.0,6.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,2.301,2.94,0.309,61.0,85.0,4,0.0,75.0710792575637,0
23050,467,63.35,191,27.22,8.3,1.14,0.0,0.0,0.0,5.0,2.92,25.0,232.0,361.0,57.0,4.81,0.109,0.014,44.8,0.0,0.058,0.196,7.31,0.763,0.68,7.0,0.0,7.0,7.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.954,3.759,0.338,78.0,85.0,3,0.0,76.9895573937429,0
23051,337,73.28,129,22.15,3.83,1.06,0.0,0.0,0.0,5.0,2.91,24.0,217.0,360.0,62.0,4.31,0.132,0.02,30.3,0.0,0.089,0.241,6.36,0.768,0.724,6.0,0.0,6.0,6.0,3.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.4,1.63,0.309,61.0,85.0,4,0.0,75.63256568323446,0
23052,336,65.76,166,28.01,5.17,1.2,0.0,0.0,0.0,5.0,3.12,26.0,237.0,368.0,60.0,5.68,0.127,0.032,41.3,0.0,0.081,0.242,8.05,0.85,0.66,8.0,0.0,8.0,8.0,4.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.716,2.006,0.286,75.0,85.0,3,0.0,77.59613568858195,0
23055,334,73.25,129,21.69,4.0,1.09,0.0,0.0,0.0,5.0,2.22,24.0,215.0,381.0,61.0,5.23,0.095,0.011,31.4,0.0,0.066,0.181,5.557,0.758,0.616,7.0,0.0,7.0,7.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,1.578,1.881,0.275,61.0,85.0,4,0.0,75.42484306088195,0
23056,462,65.68,168,29.08,4.84,1.16,0.0,0.0,0.0,5.0,2.77,26.0,239.0,365.0,54.0,7.25,0.112,0.014,42.1,0.0,0.066,0.198,5.873,0.797,0.559,8.0,0.0,8.0,8.0,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.901,2.239,0.301,80.0,85.0,3,0.0,77.92660349687003,0
23057,457,72.51,141,20.67,5.88,0.9,0.0,0.0,0.0,4.0,2.31,24.0,215.0,355.0,60.0,5.49,0.094,0.014,30.4,0.0,0.079,0.238,5.193,0.775,0.656,7.0,0.0,7.0,7.0,3.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,1.985,2.937,0.397,57.0,85.0,4,0.0,74.96589431030618,0
23058,41,64.88,182,26.3,7.66,1.04,0.0,0.0,0.0,5.0,2.79,26.0,232.0,361.0,60.0,7.09,0.089,0.015,41.5,0.0,0.075,0.294,5.273,0.839,0.576,11.0,0.0,11.0,11.0,4.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,2.765,3.044,0.395,76.0,85.0,3,0.0,76.71309393757026,0
23059,91,70.46,176,18.99,10.52,0.9,0.0,0.0,0.0,6.0,2.36,21.0,184.0,309.0,74.0,6.88,0.119,0.016,29.8,0.0,0.099,0.227,3.42,0.952,0.37,3.0,0.0,3.0,3.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,3.945,4.144,0.475,66.0,85.0,4,0.0,73.81344849555522,0
23061,330,72.45,143,20.93,5.89,0.96,0.0,0.0,0.0,5.0,1.96,24.0,215.0,363.0,54.0,5.32,0.074,0.011,30.0,0.0,0.071,0.185,5.01,0.733,0.527,11.0,0.0,11.0,11.0,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,2.163,2.336,0.312,59.0,85.0,4,0.0,75.01760435988076,0
23063,468,72.19,142,21.59,5.53,1.05,0.0,0.0,0.0,5.0,2.53,24.0,211.0,345.0,62.0,3.94,0.134,0.019,32.3,0.0,0.073,0.204,6.38,0.69,0.721,6.0,0.0,6.0,6.0,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,2.0,2.503,0.309,61.0,85.0,4,0.0,75.27606636534826,0
23064,466,64.28,182,27.52,7.1,1.16,0.0,0.0,0.0,5.0,2.99,25.0,233.0,363.0,58.0,5.1,0.115,0.02,43.6,0.0,0.066,0.212,7.557,0.792,0.673,7.0,0.0,7.0,7.0,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,2.541,3.174,0.321,77.0,85.0,3,0.0,77.20478062055588,0
23066,103,68.73,175,19.38,10.7,0.9,0.29,0.0,0.0,11.0,2.53,21.0,187.0,313.0,81.0,8.25,0.079,0.014,22.3,0.0,0.08,0.2,3.567,0.74,0.311,3.0,0.0,3.0,3.0,3.32,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,5.0,4.55,5.723,0.427,73.0,85.0,4,26.0,73.76623880865692,0
23067,104,70.24,161,20.14,8.99,0.93,0.0,0.0,0.0,12.0,2.34,20.0,181.0,303.0,93.0,8.14,0.081,0.013,21.4,0.0,0.08,0.2,3.56,0.72,0.323,3.0,0.0,3.0,3.0,3.56,8.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.16,0.1,4.0,3.94,4.59,0.41,80.0,85.0,4,25.0,74.16244720898095,0
23068,102,69.33,169,19.68,10.02,0.91,0.05,0.0,0.0,12.0,2.45,21.0,185.0,307.0,85.0,8.15,0.08,0.013,21.5,0.0,0.08,0.2,3.523,0.73,0.311,3.0,0.0,3.0,3.0,3.43,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,4.0,4.312,5.278,0.426,76.0,85.0,4,26.0,73.92278083586736,0
23072,64,70.58,152,20.87,7.67,0.94,0.0,0.0,0.0,15.0,2.31,18.0,195.0,330.0,81.0,7.86,0.092,0.014,21.9,0.0,0.07,0.19,4.097,0.68,0.355,3.0,0.0,3.0,3.0,3.27,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,4.0,3.419,4.071,0.378,70.0,85.0,4,22.0,74.5968645708507,0
23073,65,72.11,137,21.1,5.89,0.99,0.0,0.0,0.0,15.0,2.08,18.0,189.0,293.0,82.0,6.53,0.094,0.015,20.8,0.0,0.07,0.18,4.25,0.74,0.357,3.0,0.0,3.0,3.0,3.1,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.12,0.1,3.0,2.57,2.95,0.32,71.0,85.0,4,23.0,74.89927129421606,0
23074,47,71.19,146,20.96,6.95,0.96,0.0,0.0,0.0,15.0,2.24,18.0,193.0,317.0,82.0,7.44,0.093,0.014,21.3,0.0,0.07,0.187,4.167,0.71,0.357,3.0,0.0,3.0,3.0,3.24,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,4.0,3.03,3.55,0.34,70.0,85.0,4,22.0,74.72984587581469,0
23078,73,69.48,160,21.31,8.29,0.92,0.0,0.0,0.0,15.0,2.27,22.0,201.0,371.0,70.0,8.41,0.074,0.01,22.9,0.0,0.07,0.167,4.803,0.72,0.346,3.0,0.0,3.0,3.0,3.1,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,4.0,3.605,4.088,0.359,66.0,85.0,4,27.0,74.7294046637876,0
23079,74,71.41,143,21.28,6.47,0.98,0.0,0.0,0.0,15.0,2.33,23.0,209.0,388.0,73.0,8.54,0.07,0.011,22.8,0.0,0.08,0.17,4.87,0.74,0.446,3.0,0.0,3.0,3.0,3.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,4.0,2.759,3.143,0.392,69.0,85.0,4,26.0,74.93218571143674,0
23080,72,70.25,153,21.29,7.56,0.94,0.0,0.0,0.0,15.0,2.28,22.0,202.0,371.0,70.0,8.39,0.072,0.01,22.8,0.0,0.075,0.17,4.827,0.73,0.392,3.0,0.0,3.0,3.0,3.07,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.17,0.1,4.0,3.267,3.71,0.372,67.0,85.0,4,27.0,74.8100582223391,0
